#Background,#Icon,#NumberText,#CardText
background/front-white.png,,,Os Russos.
background/front-white.png,,,Os gritos... os gritos terríveis.
background/front-white.png,,,O colapso total do sistema financeiro global.
background/front-white.png,,,O verdadeiro significado do Natal.
background/front-white.png,,,A violação dos nossos direitos humanos mais básicos.
background/front-white.png,,,A senha do Wi-Fi.
background/front-white.png,,,O World of Warcraft.
background/front-white.png,,,Três paus ao mesmo tempo.
background/front-white.png,,,Jogar uma virgem em um vulcão.
background/front-white.png,,,Jogar uvas em um homem até que ele perca o contato com a realidade.
background/front-white.png,,,Pequenos mamilos.
background/front-white.png,,,Tom Cruise.
background/front-white.png,,,Língua.
background/front-white.png,,,Tocar um pug bem em seu pênis.
background/front-white.png,,,Alucinando.
background/front-white.png,,,Estupidez incomensurável.
background/front-white.png,,,Calças usadas.
background/front-white.png,,,Viagra®.
background/front-white.png,,,Vladimir Putin.
background/front-white.png,,,Vomitar no meio de boquete.
background/front-white.png,,,Vomitar frutos do mar e sangrar pelo cu.
background/front-white.png,,,Esperar até o casamento.
background/front-white.png,,,Entrar e ver papai fazendo xixi na boca da mamãe.
background/front-white.png,,,Plutônio para armas.
background/front-white.png,,,Usar um polvo como chapéu.
background/front-white.png,,,Sonhos molhados.
background/front-white.png,,,Choramingando como uma putinha.
background/front-white.png,,,Pessoas brancas.
background/front-white.png,,,Poder branco.
background/front-white.png,,,Piscando para os velhos.
background/front-white.png,,,Limpando sua bunda.
background/front-white.png,,,Mulheres em comerciais de iogurte.
background/front-white.png,,,Mulheres votando.
background/front-white.png,,,Palavras.
background/front-white.png,,,Paz Mundial.
background/front-white.png,,,Seu irmão esquisito.
